key,translation,locale
merchant-relationship-threshold.soft.de.eur.mr-12.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzu um eine Zusatzgebühr von {{fee}} zu vermeiden. Sie können trotzdem weiter zur Kasse.",fr_FR
merchant-relationship-threshold.soft.de.eur.mr-13.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
merchant-relationship-threshold.soft.de.eur.mr-13.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzu um eine Zusatzgebühr von {{fee}} zu vermeiden. Sie können trotzdem weiter zur Kasse.",fr_FR
merchant-relationship-threshold.soft.de.eur.mr-14.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
merchant-relationship-threshold.soft.de.eur.mr-14.message,"Sie sollten Waren im Wert von {{threshold}} dem Warenkorb hinzu um eine Zusatzgebühr von {{fee}} zu vermeiden. Sie können trotzdem weiter zur Kasse.",fr_FR
company.business_unit.delete.message.text,You are trying to delete Business unit,en_US
company.business_unit.delete.message.text,Sie versuchen eine Geschäftseinheit zu löschen,fr_FR
company.account.choose_parent_company_business_unit,Choose parent Business Unit,en_US
company.account.choose_parent_company_business_unit,Wählen Sie eine übergeordnete Geschäftseinheit,fr_FR
company.account.choose_parent_company_business_unit_placeholder,Parent BU name,en_US
company.account.choose_parent_company_business_unit_placeholder,Name der übergeordneten Geschäftseinheit,fr_FR
company.account,Company Account,en_US
company.account,Firmenkonto,fr_FR
company.account.form.fk_parent_company_bu.placeholder,Parent BU name,en_US
company.account.form.fk_parent_company_bu.placeholder,Name der übergeordneten Geschäftseinheit,fr_FR
company.account.address.delete.message.title,Warning,en_US
company.account.address.delete.message.title,Warnung,fr_FR
company.account.address.delete.message.text,You are trying to delete address,en_US
company.account.address.delete.message.text,Sie versuchen die Adresse zu löschen,fr_FR
company.account.address.delete.message.belongs,It belongs to follow business units,en_US
company.account.address.delete.message.belongs,Es gehört zu den Business Units,fr_FR
company.account.address.delete.message.all,It will be deleted from all of them,en_US
company.account.address.delete.message.all,Es wird von allen gelöscht,fr_FR
company.account.address.assigned,Assign Addresses,en_US
company.account.address.assigned,Adressen zuweisen,fr_FR
company.account.address.unassigned,Unassigned Addresses,en_US
company.account.address.unassigned,Nicht zugewiesene Adressen,fr_FR
company.account.address.assigned.empty,No assigned addresses,en_US
company.account.address.assigned.empty,Keine zugewiesenen Adressen,fr_FR
company.account.address.unassigned.empty,No unassigned addresses,en_US
company.account.address.unassigned.empty,Keine nicht zugewiesenen Adressen,fr_FR
message.business_unit.update.cycle_dependency_error,"Company Business Unit '%unit%' has not been updated. A Business Unit cannot be set as a child to an own child Business Unit, please check the Business Unit hierarchy.",en_US
message.business_unit.update.cycle_dependency_error,"Geschäftseinheit %unit% wurde nicht aktualisiert. Es ist nicht möglich eine Geschäftseinheit einer Einheit unterzuordnen zu derer Sie selber untergeordnet ist. Bitte überprüfen Sie die Hierarchie Ihrer Geschäftseinheiten.",fr_FR
customer.access.cannot_see_price,Please login to see the price,en_US
customer.access.cannot_see_price,Bitte melden Sie sich an um den Preis zu sehen,fr_FR
company.account.company_user.edit_information,Edit user information,en_US
company.account.company_user.edit_information,Benutzerinfomation bearbeiten,fr_FR
Only company users are allowed to access this page,"Nur Firmenbenutzer dürfen auf diese Seite zugreifen.",fr_FR
Only company users are allowed to access this page,"Only company users are allowed to access this page.",en_US
shopping_list.not_found,Shopping list was not found,en_US
shopping_list.not_found,Einkaufsliste wurde nicht gefunden,fr_FR
shopping_list.already_removed,This shopping list has been deleted,en_US
shopping_list.already_removed,Die Einkaufsliste wurde gelöscht,fr_FR
shopping_list.no_access,You do not have permissions to view this shopping list,en_US
shopping_list.no_access,"Sie haben keine Rechte, um auf diese Einkaufsliste zuzugreifen.",fr_FR
global.search.pages,Seiten,fr_FR
global.search.pages,Pages,en_US
global.search.results.view,Ansehen,fr_FR
global.search.results.view,View,en_US
cms.page.sort.relevance,Nach Relevanz sortieren,fr_FR
cms.page.sort.relevance,Sort by relevance,en_US
cms.page.sort.name_asc,Nach Name aufsteigend sortieren,fr_FR
cms.page.sort.name_asc,Sort by name ascending,en_US
cms.page.sort.name_desc,Nach Name absteigend sortieren,fr_FR
cms.page.sort.name_desc,Sort by name descending,en_US
cms.page.itemsFound,Artikel gefunden,fr_FR
cms.page.itemsFound,Items found,en_US
cms.page.filter.per,Pro Seite,fr_FR
cms.page.filter.per,Per Page,en_US
cms.page.filter.sort,Sortieren nach,fr_FR
cms.page.filter.sort,Sort by,en_US
product-quantity.errors.quantity.min.failed,Quantity %s does not satisfy requirements for product. Minimum quantity is %s.,en_US
product-quantity.errors.quantity.min.failed,Anzahl %s erfüllt nicht die Anforderungen für dieses Produkt. Mindestanzahl is %s.,fr_FR
product-quantity.errors.quantity.max.failed,Quantity %s does not satisfy requirements for product. Maximum quantity is %s.,en_US
product-quantity.errors.quantity.max.failed,Anzahl %s erfüllt nicht die Anforderungen für dieses Produkt. Maximalanzahl is %s.,fr_FR
product-quantity.errors.quantity.interval.failed,Quantity %s does not satisfy requirements for product. Quantity step is %s.,en_US
product-quantity.errors.quantity.interval.failed,Anzahl %s erfüllt nicht die Anforderungen für dieses Produkt. Intervallgröße ist %s.,fr_FR
availability_notification.notify_me,Notify me when back in stock,en_US
availability_notification.notify_me,"Benachrichtigen Sie mich, wenn der Artikel wieder verfügbar ist",fr_FR
availability_notification.do_not_notify_me,Do not notify me when back in stock,en_US
availability_notification.do_not_notify_me,"Benachrichtigen Sie mich nicht, wenn der Artikel wieder verfügbar ist",fr_FR
availability_notification.subscribed,Successfully subscribed,en_US
availability_notification.subscribed,Erfolgreich abonniert,fr_FR
availability_notification.unsubscribed,Successfully unsubscribed,en_US
availability_notification.unsubscribed,Erfolgreich abgemeldet,fr_FR
availability_notification.successfully_unsubscribed,"Successfully unsubscribed",en_US
availability_notification.successfully_unsubscribed,"Erfolgreich abbestellt",fr_FR
availability_notification.successfully_unsubscribed_text,"You have successfully unsubscribed from being notified when the product is available again",en_US
availability_notification.successfully_unsubscribed_text,"Sie haben erfolgreich eine Benachrichtigung erhalten, wenn das produkt wieder verfügbar ist",fr_FR
availability_notification_subscription.mail.subscribed.head,"We just informed our purchase team about your subscription!",en_US
availability_notification_subscription.mail.subscribed.head,"Wir haben unser Einkaufsteam gerade über Ihr Abonnement informiert!",fr_FR
availability_notification_subscription.mail.subscribed.body,"You will receive an email when the product will be available again",en_US
availability_notification_subscription.mail.subscribed.body,"Sie erhalten eine E-Mail, sobald das Produkt wieder verfügbar ist",fr_FR
availability_notification_subscription.mail.subscribed.subject,"We just informed our purchase team about your subscription!",en_US
availability_notification_subscription.mail.subscribed.subject,"Abonnement für Produktverfügbarkeit",fr_FR
availability_notification_subscription.mail.unsubscribed.subject,"You will not be notified when the product %name% will be available again.",en_US
availability_notification_subscription.mail.unsubscribed.subject,"Sie werden nicht benachrichtigt, wenn das Produkt %name% wieder verfügbar ist.",fr_FR
availability_notification_subscription.mail.unsubscribed.body,"You will not be notified when the product %name% will be available again.",en_US
availability_notification_subscription.mail.unsubscribed.body,"Sie werden nicht benachrichtigt, wenn das Produkt %name% wieder verfügbar ist.",fr_FR
availability_notification_subscription.mail.notification.buy_now,"Buy now",en_US
availability_notification_subscription.mail.notification.buy_now,"Kaufe jetzt",fr_FR
availability_notification_subscription.mail.notification.subject,"%name% is available again!",en_US
availability_notification_subscription.mail.notification.subject,"%name% ist wieder verfügbar!",fr_FR
availability_notification_subscription.mail.notification.head,"%name% is available again!",en_US
availability_notification_subscription.mail.notification.head,"%name% ist wieder verfügbar",fr_FR
availability_notification_subscription.mail.notification.body,"The wait is over, you can now add this product inside your cart.",en_US
availability_notification_subscription.mail.notification.body,"Das Warten hat ein Ende, Sie können dieses Produkt jetzt in Ihren Warenkorb legen.",fr_FR
availability_notification_subscription.mail.copyright,"<em>Copyright © current year company name, All rights reserved.</em><br><br>",en_US
availability_notification_subscription.mail.copyright,"<em>Copyright © Name des aktuellen Jahres, Alle Rechte vorbehalten.</em><br><br>",fr_FR
availability_notification_subscription.mail.unsubscribe,"Want to change how you receive these emails?<br>You can <a target=""_blank"" href=""%link%"" style=""mso-line-height-rule: exactly;-ms-text-size-adjust: 100%;-webkit-text-size-adjust: 100%;color: #656565;font-weight: normal;text-decoration: underline;"">unsubscribe from this list</a>.",en_US
availability_notification_subscription.mail.unsubscribe,"Möchten Sie ändern, wie Sie diese E-Mails erhalten?<br>Sie können <a target=""_blank"" href=""%link%"" style=""mso-line-height-rule: exactly;-ms-text-size-adjust: 100%;-webkit-text-size-adjust: 100%;color: #656565;font-weight: normal;text-decoration: underline;"">aus dieser Liste austragen</a>.",fr_FR
availability_notification.email_address,"Email address",en_US
availability_notification.email_address,"E-Mail-Addresse",fr_FR
product-quantity.notification.quantity.min.failed,The ordered quantity was adjusted to the next possible quantity for the article because minimum quantity is %min%.,en_US
product-quantity.notification.quantity.min.failed,Die bestellte Anzahl erfüllt nicht die Anforderungen für dieses Produkt. Mindestanzahl ist %min%.,fr_FR
product-quantity.notification.quantity.max.failed,The ordered quantity was adjusted to the next possible quantity for the article because maximum quantity is %max%.,en_US
product-quantity.notification.quantity.max.failed,Die bestellte Anzahl erfüllt nicht die Anforderungen für dieses Produkt. Maximalanzahl ist %max%.,fr_FR
product-quantity.notification.quantity.interval.failed,The ordered quantity was adjusted to the next possible quantity for the article because quantity step is %step%.,en_US
product-quantity.notification.quantity.interval.failed,Die bestellte Anzahl erfüllt nicht die Anforderungen für dieses Produkt. Intervallgröße ist %step%.,fr_FR
product-quantity.warning.quantity.min.failed,The ordered quantity was adjusted to the next possible quantity for the article because minimum quantity is %min%.,en_US
product-quantity.warning.quantity.min.failed,Die bestellte Anzahl erfüllt nicht die Anforderungen für dieses Produkt. Mindestanzahl ist %min%.,fr_FR
product-quantity.warning.quantity.max.failed,The ordered quantity was adjusted to the next possible quantity for the article because maximum quantity is %max%.,en_US
product-quantity.warning.quantity.max.failed,Die bestellte Anzahl erfüllt nicht die Anforderungen für dieses Produkt. Maximalanzahl ist %max%.,fr_FR
product-quantity.warning.quantity.interval.failed,The ordered quantity was adjusted to the next possible quantity for the article because quantity step is %step%.,en_US
product-quantity.warning.quantity.interval.failed,Die bestellte Anzahl erfüllt nicht die Anforderungen für dieses Produkt. Intervallgröße ist %step%.,fr_FR
cart.locked.change_denied,"You can't modify this cart because it's in the process of approval.",en_US
cart.locked.change_denied,"Sie können diesen Warenkorb nicht ändern, weil er sich gerade in der Genehmigungsphase befindet.",fr_FR
quote_approval.request.send,Send Request,en_US
quote_approval.request.send,Anfrage senden,fr_FR
quote_approval.remove,Cancel Request,en_US
quote_approval.remove,Anfrage abbrechen,fr_FR
quote_approval.cart.require_approval,"You can't place this order because of your purchasing limit, please send your cart for approval or contact your manager.",en_US
quote_approval.cart.require_approval,"Sie können diese Bestellung aufgrund Ihres Einkaufslimits nicht aufgeben. Senden Sie Ihren Warenkorb zur Genehmigung oder wenden Sie sich an Ihren Manager.",fr_FR
quote_approval.cart.waiting_approval,"You can't place this order due to pending approval request.",en_US
quote_approval.cart.waiting_approval,"Sie können diese Bestellung aufgrund einer ausstehenden Genehmigungsanfrage nicht aufgeben.",fr_FR
